Model,Rating,Title,Review
OnePlus 7 Pro,5,"Looks good, premium quality. great display, still scope for improvement in camera","Finger print reader is very responsive, camera quality is great but could improve. Battery life is great."
OnePlus 7 Pro,2,Crashes,"Don't know why, but I'm experiencing a lot of crashes in applications these days. I initially thought it must be problem with the application that i was using. But later on i realised that most of my applications are crashing. For the amount paid to buy this phone, the experience is bad. I wish One Plus fixes these issues. Else will have to switch over to other brands."
OnePlus 7 Pro,5,Good,Very good
OnePlus 7 Pro,1,Pop up camera doesn't work,Pop up camera doesn't work please resolve my issue as soon as possible
OnePlus 7 Pro,5,Awesome Phone at this price!,It's an upgrade from 6T to 7 Pro to me! I feel like battery drains faster compared to 6T. Hope an update will fix this soon. Rest all features meeting my expectations. When it comes to camera not as satusfied as my earlier iPhone SE camera!!
OnePlus 7 Pro,4,Super mobile,"All functions are working very smoothly
I never seen before"
OnePlus 7 Pro,5,Good phn,Owsm phn
OnePlus 7 Pro,4,Design is too bad,It's wonderful. But the design is very old one like samsung note 7
OnePlus 7 Pro,1,The worst experience ever!,The worst experience. You can't play heavy games like PUBG and COD and even use Youtube for a long time because there comes over heating! They say there is a cooler inside.. But. I don't feel so. Screen keeps freezing while I play games due to this heating problem. Other apps keep closing automatically! I couldn't even share pics via WhatsApp cuz it started to load the pic forever! Still my hands are heating.. Never ever buy this crap.. go for a Samsung seriously.
OnePlus 7 Pro,5,It's too good,This is the best phone
OnePlus 7 Pro,3,Phone quality is okay,"New phone needed a system reboot as some applications were not functioning properly. Does not expect this with a new phone.
Battery life is fine. Camera and finger print quality is nice"
OnePlus 7 Pro,5,Camera quality is mindblowing,"The phone is amazing, especially the look and feel of the Nebula Blue colour in the backdrop. The camera clarity is just awesome. The main highlight is the curvature of the screen which allows you to look end to end of anything on the screen"
OnePlus 7 Pro,5,Beauty with beast,Nothing to dislike it.... Love it forever
OnePlus 7 Pro,5,Good,Good speed tacking
OnePlus 7 Pro,5,This very good mobil,Ok
OnePlus 7 Pro,1,Worst mobile,The same thing happening in the new replaced phone also I feel disappointed it's not worth for the money. It's hanging a lot in phone application. I am getting irritated when I am try to make a call. I need to wait for 30 to 40 seconds in that to most of the time it closing automatically showing phone is not responding. I didn't expect this from one plus. Totally waste product...Maine one plus esse pahle 2and 3t use Kiya but ye bakwas he
OnePlus 7 Pro,5,The best,Satisfied with the product and good quality. Awesome...... Worth for money.
OnePlus 7 Pro,5,Emi has not been converted,"Dear Amazon team,
I have purchase this phone via axis bank credit card with 6 emi but emi has not been converted.
Please solve the problem as soon as possible."
OnePlus 7 Pro,5,Best mobile and fastest delivery by Amazon with in 24 hours,Best quality mobile by one plus
OnePlus 7 Pro,4,Hanging issues,"Hanging issue,my one is 12gb,256gb variant but I have this issue even after software update.i should have stayed with note10"
OnePlus 7 Pro,3,Battery problem,"Look wise it's good,camera quality is awesome but only problem I have with this handset is battery.
While charging handset is getting too much heat and battery is getting drained very soon. Thinking to return the product and go for other option"
OnePlus 7 Pro,5,Worth buying. If you really want to enjoy the flagship experience than go for it.,It's amazing. It gives you a feel. Screen quality and design is mind-blowing. Camera is super duper. Battery life is ok but fast charge easily complements it.
OnePlus 7 Pro,5,Go for it,Good product 👍
OnePlus 7 Pro,1,"Vetouch display not working within one month of purchase, don't buy, go for other brand","Very poor phone, touch display not working within one month of purchase, don't buy, go for other brand"
OnePlus 7 Pro,5,It's better ime,Except battery all other excellent
OnePlus 7 Pro,5,Good,Good
OnePlus 7 Pro,4,Average,could be more better.
OnePlus 7 Pro,5,Worth every penny!!!,An amazing screen with high refresh rate (great for gaming). A great camera and pure beast performance. Combine this and you've OnePlus 7 pro. The only downside is the battery life.
OnePlus 7 Pro,5,My favorite phone,Very nice product but it's cost is so high...
OnePlus 7 Pro,5,👍,👍
OnePlus 7 Pro,5,Wonderful user experience,Outstanding
OnePlus 7 Pro,5,Always happy,Good performance
OnePlus 7 Pro,5,Camera Disapp.,"Everything Is Really Good,But I Still Think That Camera Coould Have Been Better,I Don't Like The Fact The Camera Sensor Is Of Midrange Smartphone.But Everything Is Great."
OnePlus 7 Pro,3,Improve camera because it's too much costly mobile,All good but camera guality little improve and nightmode is not good
OnePlus 7 Pro,5,1 plus 7 Pro truely a Pro,A great phone to have. Would reccomend it to any one looking for a value for money kind of a deal.
OnePlus 7 Pro,4,Battery drains very fast,The Batter drains very fast however that is covered by super fast charging.
OnePlus 7 Pro,5,😍😍😍😍,Osum phn
OnePlus 7 Pro,5,Good,Good
OnePlus 7 Pro,5,Excellent,Great product
OnePlus 7 Pro,5,Incredibly Smooth OS,Falgship Killer
OnePlus 7 Pro,5,Long review after using for 2 months,"Let me begin by saying that the display is just amazing. Everything is buttery smooth and fast. Coming to the fingerprint scanner it could be better because sometimes it takes time to read. Face id is fast, although i have nothing else to compare it with but still good. And camera to be honest is actually good and night mode is little bit sumdgy somtimes but still captures good night pictures. Video recording is the best i gotta say, it is very stable. The only problem i found about the video is the 4k 60 fps mode, the file size is so large it is actually impossible to record more than 10 mins which would probably take about 10gb of memory. The front camera is also pretty decent. Coming to the os its one of the best i have used and all the apps function very very smoothly. If you are planning to go for iphone in the same range i would recommend to go for oneplus 7 pro since its a much better buy."
OnePlus 7 Pro,5,Satisfied,Nice product
OnePlus 7 Pro,4,Improve camera,Camera quality is very poor ...
OnePlus 7 Pro,5,Weldone,Weldone
OnePlus 7 Pro,5,OnePlus 7Pro,It's a good product with a beautiful color. Always wanted to own a OnePlus hansldset since the launch of OnePlus 5 series.
OnePlus 7 Pro,5,A great phone for the money,Best phone has the best UI which is almost similar to a stock UI the oxygen os and a best camera with a great clarity.
OnePlus 7 Pro,5,Ultimate.,"Ultimate camera quality,speed & storage."
OnePlus 7 Pro,4,Awesome performance,Good
OnePlus 7 Pro,4,Battery backup an issue.. rest fine so far,Battery looks like drains out very quickly.. morning it was 51% and now at 11am it's 5%.. thisnis rediculous... Looks like an issue here... Need to get it replaced may be.. otherwise awesome
OnePlus 7 Pro,5,When Beauty Meets Beast..,The User Experience you get with this phone.. Uncomparable.. !
OnePlus 7 Pro,5,Good,Nice phone ..bt camera function and quality is nt so good overall phone is good
OnePlus 7 Pro,5,Overall Rating is Just Awesome,Overall Experience is awesome
OnePlus 7 Pro,5,not received warranty card,I haven't received warranty card
OnePlus 7 Pro,5,Good,Good
OnePlus 7 Pro,5,The speed The shape and The style,good
OnePlus 7 Pro,5,Good,I liked the product
OnePlus 7 Pro,4,product review,A good product. There is no ear phone for privacy
OnePlus 7 Pro,5,Excellent!!,It's just awesome..
OnePlus 7 Pro,3,Phone hangs alot in applications,"Doesn't respond while on apps, very frustrating experience. Looks like defective piece ran out of return window. I wasted money"
OnePlus 7 Pro,4,Kk,Ok
OnePlus 7 Pro,5,Out of 100 is it 99.999%,Excellent
OnePlus 7 Pro,5,Best smart phone,Product is very usefully and batter another smart phones
OnePlus 7 Pro,3,Bluetooth not work,Bluetooth no work
OnePlus 7 Pro,5,very nice,good
OnePlus 7 Pro,5,Slow mo,Slow mo vid is bad quality. I'm upset.
OnePlus 7 Pro,5,Amazing,Amazing phone with the good camera quality and the UI of the phone is 👌 superb 100% worth of paying
OnePlus 7 Pro,5,Super,Super
OnePlus 7 Pro,1,Speaker problem,There is a speaker problem in my phone Sometime it doesn't work automatically speaker stop to work . i need to replace my phone i have used hardly 1 month.
OnePlus 7 Pro,5,Great phone with a small battery,"Battery life is alright, if you can make peace with it.
The phone has got some great features and specs.
Love the camera."
OnePlus 7 Pro,5,Nice,Good phone
OnePlus 7 Pro,3,Some sound problem is there with the inbuilt speaker,Has some soub issues when speaking to someone over the phone everytime. This is not a network issue cz my previous phone had no such problems. Maybe something to do with its latest Android upgrade or a manufacturing defect.
OnePlus 7 Pro,5,Super battery performance specially in pubg,Very very best mobile in OnePlus
OnePlus 7 Pro,4,Value for money product.,Value for money product. Better than iPhone 11👍
OnePlus 7 Pro,5,Very happy,Best battery and fastest charging ever
OnePlus 7 Pro,5,Quality and performance,This is the first time I am using one plus handset and it is the best in the market as android phones go.
OnePlus 7 Pro,4,Good,Good...
OnePlus 7 Pro,5,Good,Good
OnePlus 7 Pro,2,Overpriced and overhyped,When you pay 50 k you don't expect the selfie camera to be so pathetic.no wireless charging .it's weighs like a brick in my pocket.the gps issue they had in previous model isint fixed.no USB type c to aux adaptor.if the price was 30k I would have complained so much but now it's totally ridiculous
OnePlus 7 Pro,5,Best product,No word to describe simply too awsm
OnePlus 7 Pro,4,One plus a amazing phone,"Ideal flagship phone under 40k. Display and performance is simply mind-blowing.
Considering the price point and value, it's  definitely above S10+ and iphone 11 pro"
OnePlus 7 Pro,1,Camera and battery is not upto the mark. One plus this is not your standard,Phone Battery drain very quick and camera is not upto the mark
